SKU,Main Category Name,Sub Category Name,Item Name,Color Code,Size,Stock,Wholesale Value,Market Value,Retail Value,Desc,Weight(lb),Img Url
C7SQNE1055YELGD,Jewelry,Earrings,DST Wide Shoulder to Shoulder Pearl Bib Necklace ,Yellow,14 inch + 3,5,20.5,64.5,64.99,DST Wide Shoulder to Shoulder Pearl Bib Necklace  in Necklace SetsYellow,1,https://cdn.jropship.com/l/C7SQNE1055YELGD.jpg
E5EESE3263PCHRG,Jewelry,Earrings,Crystal Statement Drop Earrings,Peach,4 inch long,5,9,30,29.99,Crystal Statement Drop Earrings in EarringsPeach,0.5,https://cdn.jropship.com/l/E5EESE3263PCHRG.jpg
G4EGE2076AGRNGD,Jewelry,Earrings,Crystal Statement Flower Clip-On Earrings,AB Green,3 1/2 inch long,5,8.25,27.75,27.99,Crystal Statement Flower Clip-On Earrings in EarringsAB Green,0.5,https://cdn.jropship.com/l/G4EGE2076AGRNGD.jpg
F4B0098DZ2TT2T,Jewelry,Earrings,Six-Pack Metal Nugget Beaded Stretch Bracelet,Two-Tone,1 inch wide,5,36,111,110.99,No Response,0.4,https://cdn.jropship.com/l/F4B0098DZ2TT2T.jpg
C7SQNE1055RedGD,Jewelry,Earrings,Wide Shoulder to Shoulder Pearl Bib Necklace ,Red,14 inch + 3,5,20.5,64.5,64.99,No Response,0.5,https://cdn.jropship.com/l/C7SQNE1055RedGD.jpg
C9EECQ36FUSRD,Jewelry,Earrings,Pageant Crystal Clip-on Earrings,Fuschia,3 1/4 inch long,5,5,18,17.99,No Response,0.1,https://cdn.jropship.com/l/C9EECQ36FUSRD.jpg
C9EECQ150AGRNGD,Jewelry,Necklace Sets,Crystal Teardrop Clip-On Earrings,Green,3 3/4 inch long,5,7.5,25.5,25.99,No Response,0.1,https://cdn.jropship.com/l/C9EECQ150AGRNGD.jpg
U1EELE1175PNKGB,Jewelry,Necklace Sets,Geo Wood Fashion Earrings,Pink,2 1/4 inch long,5,4.5,16.5,16.99,No Response,0.1,https://cdn.jropship.com/l/U1EELE1175PNKGB.jpg
C9SNBY7310RedGD,Jewelry,Necklace Sets,Crystal Statement V-Shape Bib Necklace  Set,Red,18 inch + 3,5,24.5,76.5,76.99,Crystal Statement V-Shape Bib Necklace  Set in Necklace SetsRed,0.5,https://cdn.jropship.com/l/C9SNBY7310RedGD.jpg
G4EGE2076AGRNGD,Jewelry,Necklace Sets,Crystal Statement Flower Clip-On Earrings,AB Green,3 1/2 inch long,5,8.25,27.75,27.99,Crystal Statement Flower Clip-On Earrings in EarringsAB Green,0.5,https://cdn.jropship.com/l/G4EGE2076AGRNGD.jpg
C9SNPY043MRBLURD,Jewelry,Necklace Sets,Multi-Strand LayeRed Pearl a Set,Blue,17 inch + 3,4,6.75,23.25,22.99,No Response,0.5,https://cdn.jropship.com/l/C9SNPY043MRBLURD.jpg
G4SGNE2062APURGD,Jewelry,Necklace Sets,Crystal Statement Bib Necklace  Set,purple,13 inch + 4,4,18,57,56.99,Crystal Statement Bib Necklace  Set in Necklace Setspurple,0.5,https://cdn.jropship.com/l/G4SGNE2062APURGD.jpg
E5EESE3263BLKHM,Jewelry,Necklace Sets,Crystal Statement Drop Earrings,Black,4 inch long,4,9,30,29.99,Crystal Statement Drop Earrings in EarringsBlack,0.5,https://cdn.jropship.com/l/E5EESE3263BLKHM.jpg
C9SNBY7851ABOGD,Jewelry,Necklace Sets,Crystal Statement Special Occasion Necklace  Set,Aurora Borealis,16 inch + 3,4,20.5,64.5,64.99,Crystal Statement Special Occasion Necklace  Set in Necklace SetsAurora Borealis,0.5,https://cdn.jropship.com/l/C9SNBY7851ABOGD.jpg
M6E1404MLTGD,Jewelry,Necklace Sets,Statement Crystal Pineapple Clip-on Earrings,Multi,2 1/4 inch long,4,6.75,23.25,22.99,No Response,0.1,https://cdn.jropship.com/l/M6E1404MLTGD.jpg
B5S014178LCTGD,Jewelry,Necklace Sets,Statement Crystal Bib Necklace  Set,Light Colorado Topaz,16 inch + 3,4,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014178LCTGD.jpg
B5S014178PURRD,Jewelry,Necklace Sets,Statement Crystal Bib Necklace  Set,purple,16 inch + 3,4,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014178PURRD.jpg
B5S014178MLTRD,Jewelry,Necklace Sets,Statement Crystal Bib Necklace  Set,Multi,16 inch + 3,4,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014178MLTRD.jpg
B5S014178ABOGD,Jewelry,Necklace Sets,Statement Crystal Bib Necklace  Set,Aurora Borealis,16 inch + 3,4,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014178ABOGD.jpg
C9EECY8960ABOGD,Jewelry,Necklace Sets,Karolina Jasko Crystal Earrings,Aurora Borealis,3 3/4 inch long,4,9.75,32.25,31.99,No Response,0.1,https://cdn.jropship.com/l/C9EECY8960ABOGD.jpg
C9EECY8960PCHGD,Jewelry,Necklace Sets,Karolina Jasko Crystal Earrings,Peach,3 3/4 inch long,4,9.75,32.25,31.99,No Response,0.1,https://cdn.jropship.com/l/C9EECY8960PCHGD.jpg
U1EFER350ORGGB,Jewelry,Necklace Sets,Glass Beadede Fringe Fashion Earrings,Orange,4 1/2 inch long,4,4.5,16.5,16.99,Glass Beadede Fringe Fashion Earrings in EarringsOrange,0.5,https://cdn.jropship.com/l/U1EFER350ORGGB.jpg
C7SQNE10551LMTGD,Jewelry,Necklace Sets,Multi-Strand LayeRed Pearl Necklace  Set,Light Multi,17 inch + 3,3,6.75,23.25,22.99,No Response,0.5,https://cdn.jropship.com/l/C7SQNE10551LMTGD.jpg
G4SGNE2062AGRNGD,Jewelry,Necklace Sets,Crystal Statement Bib Necklace  Set,Green,13 inch + 4,3,18,57,56.99,No Response,0.5,https://cdn.jropship.com/l/G4SGNE2062AGRNGD.jpg
C7SQNE1055ORGGD,Jewelry,Necklace Sets,DST Wide Shoulder to Shoulder Pearl Bib Necklace ,Orange,14 inch + 3,3,20.5,64.5,64.99,DST Wide Shoulder to Shoulder Pearl Bib Necklace  in Necklace SetsOrange,1,https://cdn.jropship.com/l/C7SQNE1055ORGGD.jpg
C9SNBY7851CLRRD,Jewelry,Necklace Sets,Crystal Statement Special Occasion Necklace  Set,Clear,16 inch + 3,3,20.5,64.5,64.99,Crystal Statement Special Occasion Necklace  Set in Necklace SetsClear,0.5,https://cdn.jropship.com/l/C9SNBY7851CLRRD.jpg
C9EECQ36PURRD,Jewelry,Necklace Sets,Pageant Crystal Clip-on Earrings,purple,3 1/4 inch long,3,5,18,17.99,No Response,0.1,https://cdn.jropship.com/l/C9EECQ36PURRD.jpg
C9EECY8960BLKGD,Jewelry,Necklace Sets,Karolina Jasko Crystal Earrings,Black,3 3/4 inch long,3,9.75,32.25,31.99,No Response,0.1,https://cdn.jropship.com/l/C9EECY8960BLKGD.jpg
C7SQNE1055MNTGD,Jewelry,Necklace Sets,DST Wide Shoulder to Shoulder Pearl Bib Necklace ,Mint,14 inch + 3,3,20.5,64.5,64.99,DST Wide Shoulder to Shoulder Pearl Bib Necklace  in Necklace SetsMint,1,https://cdn.jropship.com/l/C7SQNE1055MNTGD.jpg
C7SQNE1055ORGGD,Jewelry,Necklace Sets,DST Wide Shoulder to Shoulder Pearl Bib Necklace ,Orange,14 inch + 3,3,20.5,64.5,64.99,DST Wide Shoulder to Shoulder Pearl Bib Necklace  in Necklace SetsOrange,1,https://cdn.jropship.com/l/C7SQNE1055ORGGD.jpg
N5EYE2776MLTGD,Jewelry,Necklace Sets,18mm Iridescent Ball Hoop Earrings,Multi,3 3/4 inch dia,3,6.5,22.5,22.99,18mm Iridescent Ball Hoop Earrings in EarringsMulti,0.5,https://cdn.jropship.com/l/N5EYE2776MLTGD.jpg
E3EESE7190MLTGD,Jewelry,Necklace Sets,Statement Pageant Tear Drop Earrings,Multi,5 1/2 inch long,3,10.5,34.5,34.99,Statement Pageant Tear Drop Earrings in EarringsMulti,0.5,https://cdn.jropship.com/l/E3EESE7190MLTGD.jpg
C9SNPY003GLDGD,Jewelry,Necklace Sets,Statement LayeRed Pearl Necklace  Set,Gold,18 inch + 3,2,13.5,43.5,43.99,No Response,0.4,https://cdn.jropship.com/l/C9SNPY003GLDGD.jpg
C9SNBY7402LCTGD,Jewelry,Necklace Sets,Statement Marquis Floral Bib Necklace  Set,Light Colorado Topaz,17 inch + 3,2,36,111,110.99,No Response,0.5,https://cdn.jropship.com/l/C9SNBY7402LCTGD.jpg
C9SNBY7402BLUGD,Jewelry,Necklace Sets,Statement Marquis Floral Bib Necklace  Set,Blue,17 inch + 3,2,36,111,110.99,No Response,0.5,https://cdn.jropship.com/l/C9SNBY7402BLUGD.jpg
C9SNBY7402GRNGD,Jewelry,Necklace Sets,Statement Marquis Floral Bib Necklace  Set,Green,17 inch + 3,2,36,111,110.99,No Response,0.5,https://cdn.jropship.com/l/C9SNBY7402GRNGD.jpg
T4NNCK2810BGDGB,Jewelry,Necklace Sets,Handmade Natural Fiber Beaded Selena Body Jewelry,Burgundy,17 inch long,2,36,111,110.99,No Response,0.4,https://cdn.jropship.com/l/T4NNCK2810BGDGB.jpg
C9EKE1455BRNGD,Jewelry,Necklace Sets,Camila Statement Crystal Earrings,Brown,4 3/4 inch long,2,9,30,29.99,Camila Statement Crystal Earrings in EarringsBrown,0.5,https://cdn.jropship.com/l/C9EKE1455BRNGD.jpg
E5EESE2141MONHM,Jewelry,Necklace Sets,Crystal Clip-On Earrings,Montana,2 1/2 inch long,2,5.25,18.75,18.99,Crystal Clip-On Earrings in EarringsMontana,0.5,https://cdn.jropship.com/l/E5EESE2141MONHM.jpg
E5EESE2141YELGD,Jewelry,Necklace Sets,Crystal Clip-On Earrings,Yellow,2 1/2 inch long,2,5.25,18.75,18.99,Crystal Clip-On Earrings in EarringsYellow,0.5,https://cdn.jropship.com/l/E5EESE2141YELGD.jpg
S1SFNE14638BLKBK,Jewelry,Necklace Sets,Crystal Teardrops Bib Necklace  Set,Black,17 inch + 3,2,18,57,56.99,Crystal Teardrops Bib Necklace  Set in Necklace SetsBlack,0.5,https://cdn.jropship.com/l/S1SFNE14638BLKBK.jpg
C9SNBY7572LCTGD,Jewelry,Necklace Sets,Crystal Statement Bib Necklace  Set,Aurora Borealis,16 inch + 3,2,24,75,74.99,Crystal Statement Bib Necklace  Set in Necklace SetsAurora Borealis,0.5,https://cdn.jropship.com/l/C9SNBY7572LCTGD.jpg
B6S779MLTGD,Jewelry,Necklace Sets,Crystal Statement Collar,Multi,18 inch + 3,2,18,57,56.99,No Response,0.5,https://cdn.jropship.com/l/B6S779MLTGD.jpg
T3S1006LCTGD,Jewelry,Necklace Sets,Statement Crystal Flower Fringe Necklace ,Light Colorado Topaz,18 inch + 3,2,16.5,52.5,52.99,No Response,0.5,https://cdn.jropship.com/l/T3S1006LCTGD.jpg
E3E7190ABORD,Jewelry,Necklace Sets,Statement Pageant Crystal Drop Earrings,Aurora Borealis,5 1/2 inch long,2,10.5,34.5,34.99,No Response,0.1,https://cdn.jropship.com/l/E3E7190ABORD.jpg
C9E8850LMTRD,Jewelry,Necklace Sets,Statement Crystal Teardrop Earrings,Light Multi,3 1/2 inch long,2,7.5,25.5,25.99,No Response,0.1,https://cdn.jropship.com/l/C9E8850LMTRD.jpg
C9SNPY003GLDGD,Jewelry,Necklace Sets,Statement LayeRed Pearl Necklace  Set,Gold,18 inch + 3,2,13.5,43.5,43.99,No Response,0.4,https://cdn.jropship.com/l/C9SNPY003GLDGD.jpg
C9EERW1017CLRSV,Jewelry,Necklace Sets,Crystal Rhinestone Fringe Drop Earrings,Clear,2 1/4 inch long,2,2.75,11.25,10.99,No Response,0.1,https://cdn.jropship.com/l/C9EERW1017CLRSV.jpg
B5S014223ABORD,Jewelry,Necklace Sets,Statement Crystal Evening Pageant Necklace  Set,Aurora Borealis,17 inch + 4,2,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014223ABORD.jpg
S7SCN1269CLRGD,Jewelry,Necklace Sets,Marina Del Rey Choker,Clear,13 inch + 5,2,24,75,74.99,No Response,0.5,https://cdn.jropship.com/l/S7SCN1269CLRGD.jpg
C9EECQ150BRNGD,Jewelry,Necklace Sets,Crystal Teardrop Clip-On Earrings,Brown,3 3/4 inch long,2,7.5,25.5,25.99,No Response,0.1,https://cdn.jropship.com/l/C9EECQ150BRNGD.jpg
B9SBNE1478ABOGD,Jewelry,Necklace Sets,Crystal Feather Statement Bib Necklace  Set,Aurora Borealis,20 inch + 2,2,24.5,76.5,76.99,No Response,0.5,https://cdn.jropship.com/l/B9SBNE1478ABOGD.jpg
B9SBNE1483ABOGD,Jewelry,Necklace Sets,Flower Statement Crystal Bib Necklace  Set,Aurora Borealis,18 inch + 2,2,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B9SBNE1483ABOGD.jpg
U1EELE1175YELGB,Jewelry,Necklace Sets,Geo Wood Fashion Earrings,Yellow,2 1/4 inch long,2,4.5,16.5,16.99,No Response,0.1,https://cdn.jropship.com/l/U1EELE1175YELGB.jpg
L5BXB0160CLR3T,Jewelry,Necklace Sets,Crystal Pave Metal Stretch Bracelet,Clear,Stretch,2,10.5,34.5,34.99,No Response,0.4,https://cdn.jropship.com/l/L5BXB0160CLR3T.jpg
C9EKE1455CLRGD,Jewelry,Necklace Sets,Camila Statement Crystal Earrings,Clear,4 3/4 inch long,2,9,30,29.99,Camila Statement Crystal Earrings in EarringsClear,0.5,https://cdn.jropship.com/l/C9EKE1455CLRGD.jpg
E5EESE2141YELGD,Jewelry,Necklace Sets,Crystal Clip-On Earrings,Yellow,2 1/2 inch long,2,5.25,18.75,18.99,Crystal Clip-On Earrings in EarringsYellow,0.5,https://cdn.jropship.com/l/E5EESE2141YELGD.jpg
F3E782231BLUGD,Jewelry,Necklace Sets,Beaded Tassel Earrings,Blue,5 inch long,2,5,18,17.99,Beaded Tassel Earrings in EarringsBlue,0.5,https://cdn.jropship.com/l/F3E782231BLUGD.jpg
C9SNPY073GLDGD,Jewelry,Necklace Sets,Statement Multi-Row Pearl Necklace ,Gold,24 Inch + 3,1,13.5,43.5,43.99,No Response,0.4,https://cdn.jropship.com/l/C9SNPY073GLDGD.jpg
T4NNCK2957GLDCP,Jewelry,Necklace Sets,Handmade Natural Fiber Beaded Crystal Pendant Choker,Gold,13 inch long,1,13.5,43.5,43.99,No Response,0.4,https://cdn.jropship.com/l/T4NNCK2957GLDCP.jpg
T4NNCK2810RedGB,Jewelry,Necklace Sets,Handmade Natural Fiber Beaded Selena Body Jewelry,Red,17 inch long,1,36,111,110.99,No Response,0.4,https://cdn.jropship.com/l/T4NNCK2810RedGB.jpg
T4NNCK29422TTGB,Jewelry,Necklace Sets,Handmade Natural Fiber Beaded Taylor Body Jewelry,Two-Tone,16 inch,1,78,237,236.99,No Response,0.4,https://cdn.jropship.com/l/T4NNCK29422TTGB.jpg
C9EKE1455RedGD,Jewelry,Necklace Sets,Camila Statement Crystal Earrings,Red,4 3/4 inch long,1,9,30,29.99,Camila Statement Crystal Earrings in EarringsRed,0.5,https://cdn.jropship.com/l/C9EKE1455RedGD.jpg
C9EKE1455BKDRD,Jewelry,Necklace Sets,Camila Statement Crystal Earrings,Black Diamond,4 3/4 inch long,1,9,30,29.99,Camila Statement Crystal Earrings in EarringsBlack Diamond,0.5,https://cdn.jropship.com/l/C9EKE1455BKDRD.jpg
F1E01584RedHM,Jewelry,Necklace Sets,Red Carpet Crystal Drop Earrings,Red,3 inch wide,1,7.25,24.75,24.99,No Response,0.1,https://cdn.jropship.com/l/F1E01584RedHM.jpg
L5B0261CLR3T,Jewelry,Necklace Sets,Boho Chic Wide Stretch Bracelet,Clear,2 1/2 inch wide,1,10.5,34.5,34.99,No Response,0.4,https://cdn.jropship.com/l/L5B0261CLR3T.jpg
E3E7190BLUHM,Jewelry,Necklace Sets,Statement Pageant Crystal Drop Earrings,Blue,5 1/2 inch long,1,10.5,34.5,34.99,No Response,0.1,https://cdn.jropship.com/l/E3E7190BLUHM.jpg
T3S1006MLTGD,Jewelry,Necklace Sets,STATEMENT CRYSTAL FLOWER FRINGE Necklace ,Multi,18 inch + 3,1,16.5,52.5,52.99,No Response,0.5,https://cdn.jropship.com/l/T3S1006MLTGD.jpg
E2B1916ABOSV,Jewelry,Necklace Sets,Wide Rhinestone Cuff Bracelet,Aurora Borealis,1 5/8 inch wide,1,10.5,34.5,34.99,No Response,0.4,https://cdn.jropship.com/l/E2B1916ABOSV.jpg
B5S014223MLTRD,Jewelry,Necklace Sets,Statement Crystal Evening Pageant Necklace  Set,Multi,17 inch + 4,1,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014223MLTRD.jpg
E2BB2713CLRGD,Jewelry,Necklace Sets,The Crystal Fringe Cuff,Clear,One Size,1,24,75,74.99,No Response,0.4,https://cdn.jropship.com/l/E2BB2713CLRGD.jpg
S7ECE0603CLRGD,Jewelry,Necklace Sets,Lucite Tear Drop Hoop Earrings,Clear,5 1/4 inch long,1,5.25,18.75,18.99,No Response,0.1,https://cdn.jropship.com/l/S7ECE0603CLRGD.jpg
C9EECQ148AGRNGD,Jewelry,Necklace Sets,Tear Drop Crystal Earrings,Green,2 inch long,1,3.75,14.25,13.99,No Response,0.1,https://cdn.jropship.com/l/C9EECQ148AGRNGD.jpg
B5S014178LGRNRD,Jewelry,Necklace Sets,Statement Crystal Bib Necklace  Set,Green,16 inch + 3,1,22.5,70.5,70.99,No Response,0.5,https://cdn.jropship.com/l/B5S014178LGRNRD.jpg
F4NNBL7003GLDBD,Jewelry,Necklace Sets,Lariat Beaded Necklace  And Belt,Gold,60 inches,1,4.5,16.5,16.99,No Response,0.4,https://cdn.jropship.com/l/F4NNBL7003GLDBD.jpg
C9EKE1455CLRRD,Jewelry,Necklace Sets,Camila Statement Crystal Earrings,Clear,4 3/4 inch long,1,9,30,29.99,Camila Statement Crystal Earrings in EarringsClear,0.5,https://cdn.jropship.com/l/C9EKE1455CLRRD.jpg
F3E782231CORGD,Jewelry,Necklace Sets,Beaded Tassel Earrings,Coral,5 inch long,1,5,18,17.99,Beaded Tassel Earrings in EarringsCoral,0.5,https://cdn.jropship.com/l/F3E782231CORGD.jpg